"","""XX_rep1""","""XX_rep2""","""XX_rep3""","""XX_rep8""","""XX_rep9""","""XX_rep10""","""Xm_rep3""","""Xm_rep7""","""Xm_rep8""","""Xm_rep13""","""Xm_rep15""","""Xp_rep1""","""Xp_rep2""","""Xp_rep3""","""Xp_rep4""","""Xp_rep7""","""Xp_rep9"""
"207622_s_at",8.52812307027808,8.5895732623749,8.12965546173335,8.59489078470601,8.59920679168516,6.9083025209019,7.81884630297566,8.42373170555057,8.22301583510869,8.21677184236936,8.36796642831213,7.97479639705889,7.33593167433163,8.12825094832179,8.84561055609584,7.73887422078626,8.17848119132565
"1558847_at",6.27282832706205,5.8246801144461,5.75217417807061,6.23891552970781,5.35686193236644,6.12947761139442,6.80809823129576,6.70895250343892,6.17160311009175,6.71980548471316,7.05429932220325,6.36232514365092,8.25678003831427,7.42660620497326,6.90615601802914,7.74271236470447,6.72997411335109
"223465_at",7.14543043402877,7.57532565233774,7.9772074328578,7.34395533964044,7.66669401967296,8.14877686834918,7.27598169208154,6.43383473592367,7.20302561988361,6.94114994702132,7.26215701599389,7.68293768585406,7.46181087691745,6.75677235074337,6.78194843644738,6.55364031433839,7.04991400452469
"1556931_at",6.81262788387578,6.82147432831276,8.35048152305614,7.00637892029095,7.15725861810922,8.47856191813733,7.95695915085229,7.60785996066568,8.09783115765041,7.28327417032459,7.40106300014848,7.530459265775,7.93927980563278,7.95104329962671,7.03520119546296,8.17972025515565,8.47850629203245
"237189_at",8.39112835371643,7.33723583412375,6.49628433217126,7.09376198742051,7.26140811348069,7.74385561300953,7.51285632069817,6.75512509422211,6.11845785941199,6.15532969017382,6.32790461130318,7.12670450137642,7.10852361951034,6.90125019760021,6.48389989604864,6.77888439651935,6.84006729705978
"205139_s_at",4.35629267385619,4.60788879210305,4.79826112777288,5.12753933679489,4.41232351107133,4.60408908619184,5.1216372490639,4.77770970746006,4.20581011927711,4.54999099384127,4.28082902998205,5.3190971957008,4.86790965488939,5.99095372155343,4.77486910435202,4.62576922419913,5.28095398270381
"1555797_a_at",10.716171869679,10.9196978350004,11.1423851666217,10.734300966405,11.1685794630737,8.98059855764518,8.91108180634284,10.2316388491706,10.0966382260928,10.401905436262,10.1610863411359,9.60366324010912,8.82546942504195,8.99105596635932,10.6164627269248,8.82972339059152,10.1839384697746
"217817_at",9.98121039311175,10.0439802765761,9.91788687269583,9.87423967941305,9.73603813715192,10.5400386496195,10.996456140731,10.5157875990228,11.1534399009184,10.7547987562306,10.8157855261506,10.7118614365693,10.8998719097653,10.8713700929332,10.6006230077756,10.8290317478952,10.7269675838148
"239170_at",7.05760010020403,7.43321652207022,8.10719088715357,7.57087483572587,7.49240800484219,6.69483312247733,5.90444352160897,7.02566305428714,7.35940573638277,7.63690755797199,7.54123139550219,7.02809319749417,5.35982953614574,6.28949430379828,7.97687754054189,6.67317354645247,7.50267437900081
"1558015_s_at",9.36879302431069,10.4479706426736,10.3536389470797,9.68822230658727,10.3199517135002,7.16446082949181,6.61485378176392,8.57004881687126,8.76965327724916,8.96777462591674,9.0334694811968,8.09972343946173,6.45196463068147,6.6855019909942,9.7052173070055,6.73919798585064,8.80787562115363
"200973_s_at",8.17305147936872,8.07868844892904,8.44192267450236,8.2212696608568,8.40907702859625,6.82131399171471,7.20632497229929,8.28337272824391,7.19191403499133,7.76281643689211,7.52598153510104,7.13980363394069,7.24357049284337,7.87188290334672,8.33575100377914,7.70953081265876,8.25405691484769
"1559205_s_at",7.50135826110546,7.38018139384566,6.24235190648224,7.10986883536878,6.6295536215098,7.08262753756173,7.3541544149699,6.58205806403817,6.05130582036715,7.46843586661565,6.67709960630066,6.88115626938566,7.73017064398372,7.12640299348948,6.88999798094523,6.13807577183709,6.54852640411818
"244490_at",4.63306977648306,5.34604288076314,5.09737008741884,4.83710776062256,6.00600447122318,5.61243809155382,5.19296176208269,5.89871832036457,5.3167585553956,5.46749885787987,4.55773637230075,5.85863381555661,4.96782206329367,5.82978431485186,5.33771441590901,6.21496953372167,5.96402518282131
"236598_at",5.67301697234989,5.26027134860519,5.37810935369594,5.17373605086404,4.45521007812442,4.40757245987022,4.04652949522348,4.44182879476321,4.30272560445438,4.89594715332126,4.30542526461189,4.5236137311918,4.44717992301629,4.54981710562909,5.29559536612415,4.05978022750743,4.16975716989651
"205179_s_at",7.26236877972511,7.35574908285844,6.69300023044667,7.21416167390636,7.06289357546288,5.46280768443963,5.94884327146996,6.57631071142955,6.75265999841477,6.4607140887917,6.81344258309663,7.27473936286119,6.2035789392022,5.37885409117316,6.67101368595285,5.10510667157771,6.41493608359713
"227236_at",6.35659494848569,5.97623619897819,5.33806052527667,6.29147149361619,5.62604383076195,4.95730324361642,6.28673966458691,4.79926546209968,6.42496922970326,5.9547400998928,5.70616401900443,6.1854919590446,4.84360891169931,5.12621744860594,6.10821304392314,4.95095871552647,5.94654355951795
"201490_s_at",8.29826962159818,8.44653352599481,8.68854565121063,8.34809742956828,8.57500736172711,7.33013000646186,7.04337323525009,7.88342842653355,8.43599201385927,7.67332638702994,8.52911103349387,7.31387939692029,5.64007217192816,7.44384466540812,8.23795698963283,7.25234629476662,7.81700240868366
"208735_s_at",8.53058259377001,8.90087929094974,8.7956236868258,8.68214163800145,8.66537071078793,8.09985140671284,8.04967323806994,8.67791691471512,8.92249216891288,8.51106478151956,9.12330423762233,7.96778349320546,7.86695916378716,8.0505743380251,9.00666003136149,8.27970153160264,8.41262155759965
"235730_at",4.83233085229918,5.43150220583256,5.78527987189517,5.29953991726192,5.83105359616272,7.26041021603704,5.60245439855681,4.6356363581878,4.45687954950637,4.31432391101758,4.47350899919793,5.84712439781177,6.55828638494341,5.13120556183403,4.42436339395742,5.77089077793488,5.03876138396635
